catalogNumber,id,bloque,regla,campos,valores,severidad,destino
2605,679070,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2606,679071,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2607,679072,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2608,679073,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2609,679074,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2610,679076,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2611,679077,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2612,679078,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2613,679079,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2614,679080,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2615,679081,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2616,679082,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2617,679083,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2618,679084,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2674,679169,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2675,679170,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2676,679171,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2677,679172,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2678,679173,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2679,679174,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2680,679176,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2681,679177,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2682,679178,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2683,679179,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2684,679180,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2685,679181,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2686,679182,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2687,679183,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2688,679184,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2689,679185,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2690,679187,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2691,679188,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2692,679189,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2693,679190,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2694,679191,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2700,679199,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2701,679200,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2702,679201,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2703,679202,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2704,679203,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2705,679204,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2706,679205,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2707,679206,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2708,679207,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2709,679208,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2710,679210,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2711,679211,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2712,679212,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2713,679213,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2714,679214,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2715,679215,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2716,679216,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2717,679217,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2718,679218,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2719,679219,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2720,679221,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
2943,679468,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
333,679898,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
334,679909,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
335,679920,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
336,679931,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
337,679942,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
338,679953,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
339,679964,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
39,680553,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Esmeraldas,informativa,propio
452,681094,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
453,681095,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
454,681096,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
455,681097,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
456,681098,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
457,681099,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
458,681100,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
459,681101,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
5021,1840094,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
5022,1840095,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
5023,1840096,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
515,681187,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
516,681188,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
517,681189,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
518,681190,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
519,681191,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
522,681195,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
532,681206,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
533,681207,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
534,681208,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
535,681209,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
536,681210,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
537,681211,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
538,681212,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
539,681213,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
540,681215,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
541,681216,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
542,681217,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
543,681218,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
544,681219,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
545,681220,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
546,681221,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
547,681222,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
548,681223,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
549,681224,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
550,681226,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
551,681227,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
552,681228,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
553,681229,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
554,681230,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
555,681231,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
556,681232,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
557,681233,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
5574,1840670,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Loja,informativa,propio
558,681234,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
559,681235,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
560,681237,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
561,681238,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
562,681239,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
563,681240,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
564,681241,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
565,681242,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
566,681243,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
567,681244,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
568,681245,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
569,681246,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
570,681248,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
5700,1840796,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Esmeraldas,informativa,propio
571,681249,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
572,681250,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
573,681251,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
574,681252,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
5741,1840837,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Esmeraldas,informativa,propio
5746,1840842,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Esmeraldas,informativa,propio
575,681253,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
576,681254,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
577,681255,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
5896,1840992,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5897,1840993,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5898,1840994,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5899,1840995,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5900,1840996,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5901,1840997,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5902,1840998,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5903,1840999,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5904,1841000,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5905,1841001,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5906,1841002,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5907,1841003,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5908,1841004,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5909,1841005,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5910,1841006,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5911,1841007,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5912,1841008,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5913,1841009,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5914,1841010,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5915,1841011,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5916,1841012,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5917,1841013,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5918,1841014,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5919,1841015,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5920,1841016,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5921,1841017,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5922,1841018,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5923,1841019,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5924,1841020,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5925,1841021,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5926,1841022,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5927,1841023,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5928,1841024,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5929,1841025,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5930,1841026,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5931,1841027,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5932,1841028,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5933,1841029,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5934,1841030,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5935,1841031,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5936,1841032,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5937,1841033,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5938,1841034,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5939,1841035,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5940,1841036,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5941,1841037,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5942,1841038,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5943,1841039,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5944,1841040,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5945,1841041,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5946,1841042,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5947,1841043,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5948,1841044,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5949,1841045,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5950,1841046,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5951,1841047,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5952,1841048,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5953,1841049,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5954,1841050,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5955,1841051,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5956,1841052,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5957,1841053,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5958,1841054,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5959,1841055,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5960,1841056,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5961,1841057,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5962,1841058,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5963,1841059,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5964,1841060,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5965,1841061,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5966,1841062,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5967,1841063,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5968,1841064,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5969,1841065,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5970,1841066,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5971,1841067,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5972,1841068,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5973,1841069,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5974,1841070,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5975,1841071,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5976,1841072,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5977,1841073,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5978,1841074,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5979,1841075,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5980,1841076,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5981,1841077,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5982,1841078,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5983,1841079,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5984,1841080,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5985,1841081,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5986,1841082,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5987,1841083,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5988,1841084,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5989,1841085,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5990,1841086,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5991,1841087,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5992,1841088,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5993,1841089,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5994,1841090,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5995,1841091,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5996,1841092,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5997,1841093,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5998,1841094,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
5999,1841095,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6000,1841096,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6001,1841097,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6002,1841098,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6003,1841099,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6004,1841100,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6005,1841101,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6006,1841102,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6007,1841103,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6008,1841104,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6009,1841105,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6010,1841106,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6011,1841107,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6012,1841108,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6013,1841109,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6014,1841110,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6015,1841111,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6016,1841112,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6017,1841113,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6018,1841114,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6019,1841115,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6020,1841116,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6021,1841117,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6022,1841118,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6023,1841119,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6024,1841120,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6025,1841121,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6026,1841122,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6027,1841123,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
